Voter,Affiliation,1st,2nd,3rd,Year,Award
Howard Beck,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Hubie Brown,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Ian Eagle,YES Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Israel Guttierez,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
JA Adande,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jack Armstrong,SportsNet/TSN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Davis, Anthony -- NOP",2016,DPOY
Jason Jackson,Fox Sports Sun,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Jason Jones,Sacramento Bee,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Jason Kosmicki,Altitude Radio Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jason Lloyd,Akron Beacon Journal,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Jeff Turner,Fox Sports Florida,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Jeff Zillgitt,USA Today,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Jerry Zgoda,Minneapolis Star Tribune,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Jessica Camerato,Comcast SportsNet,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Jim Paschke,Fox Sports Wisconsin,"Leonard, Kawhi -- SA","Green, Draymond -- GS","James, LeBron -- CLE",2016,DPOY
Jim Petersen,Fox Sports North,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Jim Spanarkel,YES Network,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","James, LeBron -- CLE",2016,DPOY
Jody Genessy,Deseret News,"Leonard, Kawhi -- SA","Gobert, Rudy -- UTA","Green, Draymond -- GS",2016,DPOY
Joe Cowley,Chicago Sun-Times,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Joe Freeman,The Oregonian,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Joel Meyers,Fox Sports New Orleans,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","Bradley, Avery -- BOS","Leonard, Kawhi -- SA",2016,DPOY
John Krawczynski,Associated Press,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Jon Barry,ESPN Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Jonathan Feigen,Houston Chronicle,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Butler, Jimmy -- CHI",2016,DPOY
Ken Berger,CBSSports.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Kevin Arnovitz,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Kevin Calabro,ESPN Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Lang Whitaker,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Marc Berman,New York Post,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Marc Spears,The Undefeated,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Marc Stein,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Marc Zumoff,Sixers TV,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Mark Boyle,107.5/1070 The Fan,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Mark Followill,TXA-21/Fox Sports Net,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Whiteside, Hassan -- MIA",2016,DPOY
Mark Medina,LA Daily News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Marv Albert,TNT,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Matt Bullard,Root Sports Southwest,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Matt Devlin,SportsNet/TSN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Matt Pinto,WWLS / 98.1,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Matt Winer,NBA TV,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Michael Smith,Prime Ticket,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Michael Wilbon,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Mike Breen,ABC Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Mike Fratello,TNT,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Mike Monroe,The Rivard Report,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Mike Rice,Comcast SportsNet NW,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Paul, Chris -- LAC",2016,DPOY
Mike Tirico,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Paul Coro,The Arizona Republic,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Pete Pranica,Fox Sports Southeast,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC",2016,DPOY
Ramona Shelburne,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Ric Bucher,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bradley, Avery -- BOS",2016,DPOY
Rick Bonnell,Charlotte Observer,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Rod Beard,Detroit News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Ron Boone,ROOT Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Ron Tillery,Memphis Commercial Appeal,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Royce Young,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Horford, Al -- ATL",2016,DPOY
Sage Steele,ABC Sports,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Sam Amick,USA Today,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Sam Smith,Bulls.com,"Green, Draymond -- GS","Allen, Tony -- MEM","Leonard, Kawhi -- SA",2016,DPOY
Scott Hastings,Altitude Sports & Entertainment,"Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Green, Draymond -- GS",2016,DPOY
Sean Deveney,The Sporting News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA",2016,DPOY
Sean Kelley,WRNO 99.5 FM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Sherrod Blakely,CSNNE.com,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Jordan, DeAndre -- LAC",2016,DPOY
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Steve Aschburner,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2016,DPOY
Steve Holman,Hawks Radio Network,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Green, Draymond -- GS",2016,DPOY
Steve Martin,Fox Sports Carolinas/SportSouth,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Steve Popper,The Record,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Ted Davis,WTMJ Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bradley, Avery -- BOS",2016,DPOY
Tim Kempton,KTAR Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA",2016,DPOY
Tim Reynolds,Associated Press,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2016,DPOY
Tim Roye,KNBR Radio,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
Tom McGinnis,Sixers Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC",2016,DPOY
Vince Ellis,Detroit Free Press,"Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2016,DPOY
Vince Goodwill,CSNChicago.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Millsap, Paul -- ATL",2016,DPOY
Walt Frazier,MSG Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Crowder, Jae -- BOS",2016,DPOY
Zach Lowe,ESPN.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Millsap, Paul -- ATL",2016,DPOY
